Id,Label,modularity_class,Cluster,stat_inf_class,degree
MUSE_20180112_072927_84000.csv,MUSE_20180112_072927_84000.csv,2,11,32,34
MUSE_20180112_073122_19000.csv,MUSE_20180112_073122_19000.csv,2,11,32,31
MUSE_20180112_073234_69000.csv,MUSE_20180112_073234_69000.csv,2,11,32,54
MUSE_20180112_073317_06000.csv,MUSE_20180112_073317_06000.csv,2,11,32,52
MUSE_20180112_073355_42000.csv,MUSE_20180112_073355_42000.csv,2,11,32,41
MUSE_20180112_073708_25000.csv,MUSE_20180112_073708_25000.csv,2,11,32,53
MUSE_20180112_073805_25000.csv,MUSE_20180112_073805_25000.csv,2,11,32,47
MUSE_20180111_155203_15000.csv,MUSE_20180111_155203_15000.csv,0,370,0,1
MUSE_20180111_164231_89000.csv,MUSE_20180111_164231_89000.csv,0,370,0,1
MUSE_20180111_155249_70000.csv,MUSE_20180111_155249_70000.csv,2,11,32,28
MUSE_20180111_160117_84000.csv,MUSE_20180111_160117_84000.csv,2,11,32,27
MUSE_20180111_160201_47000.csv,MUSE_20180111_160201_47000.csv,2,11,32,29
MUSE_20180111_163007_13000.csv,MUSE_20180111_163007_13000.csv,2,11,32,28
MUSE_20180111_163155_32000.csv,MUSE_20180111_163155_32000.csv,2,11,32,29
MUSE_20180111_165325_58000.csv,MUSE_20180111_165325_58000.csv,2,11,32,25
MUSE_20180111_165837_50000.csv,MUSE_20180111_165837_50000.csv,2,11,32,29
MUSE_20180111_170143_58000.csv,MUSE_20180111_170143_58000.csv,2,11,32,29
MUSE_20180111_165911_70000.csv,MUSE_20180111_165911_70000.csv,2,11,32,24
MUSE_20180111_170237_37000.csv,MUSE_20180111_170237_37000.csv,2,11,32,25
MUSE_20180111_170407_49000.csv,MUSE_20180111_170407_49000.csv,2,11,32,25
MUSE_20180112_071945_54000.csv,MUSE_20180112_071945_54000.csv,2,11,32,22
MUSE_20180112_072137_61000.csv,MUSE_20180112_072137_61000.csv,2,11,32,27
MUSE_20180112_072236_77000.csv,MUSE_20180112_072236_77000.csv,2,11,32,31
MUSE_20180112_072648_07000.csv,MUSE_20180112_072648_07000.csv,2,11,32,21
MUSE_20180112_072829_75000.csv,MUSE_20180112_072829_75000.csv,2,11,32,29
MUSE_20180112_073032_10000.csv,MUSE_20180112_073032_10000.csv,2,11,32,29
MUSE_20180112_073121_12000.csv,MUSE_20180112_073121_12000.csv,2,11,32,31
MUSE_20180112_073419_46000.csv,MUSE_20180112_073419_46000.csv,2,11,32,22
MUSE_20180112_073658_83000.csv,MUSE_20180112_073658_83000.csv,2,11,32,27
MUSE_20180112_073759_96000.csv,MUSE_20180112_073759_96000.csv,2,11,32,22
MUSE_20180111_155542_84000.csv,MUSE_20180111_155542_84000.csv,2,11,32,15
MUSE_20180111_155945_02000.csv,MUSE_20180111_155945_02000.csv,2,11,32,14
MUSE_20180111_160110_47000.csv,MUSE_20180111_160110_47000.csv,2,11,32,15
MUSE_20180111_160333_03000.csv,MUSE_20180111_160333_03000.csv,2,11,32,17
MUSE_20180111_160605_69000.csv,MUSE_20180111_160605_69000.csv,2,11,32,17
MUSE_20180111_165722_20000.csv,MUSE_20180111_165722_20000.csv,2,11,32,15
MUSE_20180112_071025_16000.csv,MUSE_20180112_071025_16000.csv,2,11,32,14
MUSE_20180112_071219_99000.csv,MUSE_20180112_071219_99000.csv,2,11,32,8
MUSE_20180112_071353_51000.csv,MUSE_20180112_071353_51000.csv,2,11,32,18
MUSE_20180112_072524_02000.csv,MUSE_20180112_072524_02000.csv,2,11,32,8
MUSE_20180112_072811_03000.csv,MUSE_20180112_072811_03000.csv,2,11,32,18
MUSE_20180112_073035_25000.csv,MUSE_20180112_073035_25000.csv,2,11,32,14
MUSE_20180112_073053_96000.csv,MUSE_20180112_073053_96000.csv,2,11,32,14
MUSE_20180112_073250_05000.csv,MUSE_20180112_073250_05000.csv,2,11,32,9
MUSE_20180112_073318_12000.csv,MUSE_20180112_073318_12000.csv,2,11,32,8
MUSE_20180112_073547_67000.csv,MUSE_20180112_073547_67000.csv,2,11,32,15
MUSE_20180111_155543_90000.csv,MUSE_20180111_155543_90000.csv,2,11,32,46
MUSE_20180111_160334_09000.csv,MUSE_20180111_160334_09000.csv,2,11,32,46
MUSE_20180111_160410_42000.csv,MUSE_20180111_160410_42000.csv,2,11,32,30
MUSE_20180111_160414_62000.csv,MUSE_20180111_160414_62000.csv,2,11,32,41
MUSE_20180111_160418_84000.csv,MUSE_20180111_160418_84000.csv,2,11,32,46
MUSE_20180111_160732_85000.csv,MUSE_20180111_160732_85000.csv,2,11,32,45
MUSE_20180111_162930_44000.csv,MUSE_20180111_162930_44000.csv,2,11,32,44
MUSE_20180111_163114_93000.csv,MUSE_20180111_163114_93000.csv,2,11,32,44
MUSE_20180111_165639_72000.csv,MUSE_20180111_165639_72000.csv,2,11,32,46
MUSE_20180111_165828_89000.csv,MUSE_20180111_165828_89000.csv,2,11,32,44
MUSE_20180111_165841_75000.csv,MUSE_20180111_165841_75000.csv,2,11,32,45
MUSE_20180111_170147_93000.csv,MUSE_20180111_170147_93000.csv,2,11,32,43
MUSE_20180111_170148_98000.csv,MUSE_20180111_170148_98000.csv,2,11,32,32
MUSE_20180111_170308_62000.csv,MUSE_20180111_170308_62000.csv,2,11,32,44
MUSE_20180111_170355_21000.csv,MUSE_20180111_170355_21000.csv,2,11,32,44
MUSE_20180111_170347_83000.csv,MUSE_20180111_170347_83000.csv,2,11,32,45
MUSE_20180112_071018_79000.csv,MUSE_20180112_071018_79000.csv,2,11,32,25
MUSE_20180112_071144_61000.csv,MUSE_20180112_071144_61000.csv,2,11,32,46
MUSE_20180112_071634_61000.csv,MUSE_20180112_071634_61000.csv,2,11,32,45
MUSE_20180112_071848_62000.csv,MUSE_20180112_071848_62000.csv,2,11,32,24
MUSE_20180112_072113_71000.csv,MUSE_20180112_072113_71000.csv,2,11,32,44
MUSE_20180112_072231_46000.csv,MUSE_20180112_072231_46000.csv,2,11,32,41
MUSE_20180112_072623_14000.csv,MUSE_20180112_072623_14000.csv,2,11,32,45
MUSE_20180112_072705_65000.csv,MUSE_20180112_072705_65000.csv,2,11,32,45
MUSE_20180112_072907_00000.csv,MUSE_20180112_072907_00000.csv,2,11,32,24
MUSE_20180112_073047_61000.csv,MUSE_20180112_073047_61000.csv,2,11,32,26
MUSE_20180112_073313_89000.csv,MUSE_20180112_073313_89000.csv,2,11,32,44
MUSE_20180112_073402_83000.csv,MUSE_20180112_073402_83000.csv,2,11,32,43
MUSE_20180112_073619_59000.csv,MUSE_20180112_073619_59000.csv,2,11,32,45
MUSE_20180112_073641_31000.csv,MUSE_20180112_073641_31000.csv,2,11,32,45
MUSE_20180111_155709_17000.csv,MUSE_20180111_155709_17000.csv,1,84,23,15
MUSE_20180111_160522_18000.csv,MUSE_20180111_160522_18000.csv,1,6,23,23
MUSE_20180111_160715_34000.csv,MUSE_20180111_160715_34000.csv,1,84,23,14
MUSE_20180111_163338_46000.csv,MUSE_20180111_163338_46000.csv,1,84,23,13
MUSE_20180111_165520_97000.csv,MUSE_20180111_165520_97000.csv,1,84,23,14
MUSE_20180111_170139_35000.csv,MUSE_20180111_170139_35000.csv,1,84,23,16
MUSE_20180112_070958_98000.csv,MUSE_20180112_070958_98000.csv,1,84,23,16
MUSE_20180112_071020_91000.csv,MUSE_20180112_071020_91000.csv,1,84,23,14
MUSE_20180112_071036_45000.csv,MUSE_20180112_071036_45000.csv,1,84,23,14
MUSE_20180112_072044_59000.csv,MUSE_20180112_072044_59000.csv,1,84,23,16
MUSE_20180112_072455_78000.csv,MUSE_20180112_072455_78000.csv,1,84,23,16
MUSE_20180112_072703_53000.csv,MUSE_20180112_072703_53000.csv,1,6,23,28
MUSE_20180112_073519_53000.csv,MUSE_20180112_073519_53000.csv,1,84,23,14
MUSE_20180112_073621_70000.csv,MUSE_20180112_073621_70000.csv,1,84,23,14
MUSE_20180112_073635_02000.csv,MUSE_20180112_073635_02000.csv,1,6,23,21
MUSE_20180112_073749_76000.csv,MUSE_20180112_073749_76000.csv,1,84,23,11
MUSE_20180111_155839_67000.csv,MUSE_20180111_155839_67000.csv,1,6,31,105
MUSE_20180111_155758_17000.csv,MUSE_20180111_155758_17000.csv,1,6,25,113
MUSE_20180111_155859_36000.csv,MUSE_20180111_155859_36000.csv,1,6,25,112
MUSE_20180111_155907_78000.csv,MUSE_20180111_155907_78000.csv,1,6,22,112
MUSE_20180111_160141_83000.csv,MUSE_20180111_160141_83000.csv,1,6,34,106
MUSE_20180111_160357_99000.csv,MUSE_20180111_160357_99000.csv,1,6,34,110
MUSE_20180111_160435_36000.csv,MUSE_20180111_160435_36000.csv,1,6,31,93
MUSE_20180111_160710_12000.csv,MUSE_20180111_160710_12000.csv,1,6,13,110
MUSE_20180111_160706_92000.csv,MUSE_20180111_160706_92000.csv,1,6,17,104
MUSE_20180111_160654_63000.csv,MUSE_20180111_160654_63000.csv,1,6,30,106
MUSE_20180111_160635_98000.csv,MUSE_20180111_160635_98000.csv,1,6,24,106
MUSE_20180111_160729_69000.csv,MUSE_20180111_160729_69000.csv,1,6,19,95
MUSE_20180111_160742_39000.csv,MUSE_20180111_160742_39000.csv,1,6,31,94
MUSE_20180111_162949_41000.csv,MUSE_20180111_162949_41000.csv,1,6,7,93
MUSE_20180111_164220_32000.csv,MUSE_20180111_164220_32000.csv,1,6,27,112
MUSE_20180111_165708_86000.csv,MUSE_20180111_165708_86000.csv,1,6,28,113
MUSE_20180111_165840_65000.csv,MUSE_20180111_165840_65000.csv,1,6,26,111
MUSE_20180111_165855_11000.csv,MUSE_20180111_165855_11000.csv,1,6,34,102
MUSE_20180111_170119_65000.csv,MUSE_20180111_170119_65000.csv,1,6,22,105
MUSE_20180111_165851_92000.csv,MUSE_20180111_165851_92000.csv,1,6,29,113
MUSE_20180111_165858_31000.csv,MUSE_20180111_165858_31000.csv,1,6,24,106
MUSE_20180111_170259_16000.csv,MUSE_20180111_170259_16000.csv,1,6,28,112
MUSE_20180111_170255_98000.csv,MUSE_20180111_170255_98000.csv,1,6,20,105
MUSE_20180111_170305_48000.csv,MUSE_20180111_170305_48000.csv,1,6,20,111
MUSE_20180111_170411_70000.csv,MUSE_20180111_170411_70000.csv,1,6,24,107
MUSE_20180111_170515_46000.csv,MUSE_20180111_170515_46000.csv,1,6,23,85
MUSE_20180111_170533_13000.csv,MUSE_20180111_170533_13000.csv,1,6,13,105
MUSE_20180111_170537_39000.csv,MUSE_20180111_170537_39000.csv,1,6,14,105
MUSE_20180112_070951_54000.csv,MUSE_20180112_070951_54000.csv,1,6,34,110
MUSE_20180112_070957_92000.csv,MUSE_20180112_070957_92000.csv,1,6,3,106
MUSE_20180112_071000_06000.csv,MUSE_20180112_071000_06000.csv,1,6,26,116
MUSE_20180112_070956_86000.csv,MUSE_20180112_070956_86000.csv,1,6,18,112
MUSE_20180112_071106_08000.csv,MUSE_20180112_071106_08000.csv,1,6,8,107
MUSE_20180112_071129_10000.csv,MUSE_20180112_071129_10000.csv,1,6,27,108
MUSE_20180112_071145_67000.csv,MUSE_20180112_071145_67000.csv,1,6,14,108
MUSE_20180112_071045_16000.csv,MUSE_20180112_071045_16000.csv,1,6,15,112
MUSE_20180112_071250_22000.csv,MUSE_20180112_071250_22000.csv,1,6,9,98
MUSE_20180112_071304_61000.csv,MUSE_20180112_071304_61000.csv,1,6,21,113
MUSE_20180112_071325_43000.csv,MUSE_20180112_071325_43000.csv,1,6,2,112
MUSE_20180112_071450_34000.csv,MUSE_20180112_071450_34000.csv,1,6,12,112
MUSE_20180112_071433_87000.csv,MUSE_20180112_071433_87000.csv,1,6,7,98
MUSE_20180112_071451_39000.csv,MUSE_20180112_071451_39000.csv,1,6,34,113
MUSE_20180112_071510_00000.csv,MUSE_20180112_071510_00000.csv,1,6,10,105
MUSE_20180112_071517_44000.csv,MUSE_20180112_071517_44000.csv,1,6,21,112
MUSE_20180112_071537_27000.csv,MUSE_20180112_071537_27000.csv,1,6,30,105
MUSE_20180112_071540_45000.csv,MUSE_20180112_071540_45000.csv,1,6,30,99
MUSE_20180112_071558_08000.csv,MUSE_20180112_071558_08000.csv,1,6,27,103
MUSE_20180112_071859_82000.csv,MUSE_20180112_071859_82000.csv,1,6,4,112
MUSE_20180112_071904_03000.csv,MUSE_20180112_071904_03000.csv,1,6,5,114
MUSE_20180112_071911_44000.csv,MUSE_20180112_071911_44000.csv,1,6,26,106
MUSE_20180112_071933_28000.csv,MUSE_20180112_071933_28000.csv,1,6,19,105
MUSE_20180112_072006_38000.csv,MUSE_20180112_072006_38000.csv,1,6,3,112
MUSE_20180112_072028_11000.csv,MUSE_20180112_072028_11000.csv,1,6,10,93
MUSE_20180112_072034_39000.csv,MUSE_20180112_072034_39000.csv,1,6,1,111
MUSE_20180112_072051_98000.csv,MUSE_20180112_072051_98000.csv,1,6,14,112
MUSE_20180112_072127_05000.csv,MUSE_20180112_072127_05000.csv,1,6,19,107
MUSE_20180112_072134_48000.csv,MUSE_20180112_072134_48000.csv,1,6,8,104
MUSE_20180112_072147_78000.csv,MUSE_20180112_072147_78000.csv,1,6,6,107
MUSE_20180112_072253_32000.csv,MUSE_20180112_072253_32000.csv,1,6,16,93
MUSE_20180112_072454_70000.csv,MUSE_20180112_072454_70000.csv,1,6,11,107
MUSE_20180112_072442_44000.csv,MUSE_20180112_072442_44000.csv,1,6,18,112
MUSE_20180112_072519_77000.csv,MUSE_20180112_072519_77000.csv,1,6,12,113
MUSE_20180112_072607_68000.csv,MUSE_20180112_072607_68000.csv,1,6,16,93
MUSE_20180112_072624_20000.csv,MUSE_20180112_072624_20000.csv,1,6,2,112
MUSE_20180112_072625_25000.csv,MUSE_20180112_072625_25000.csv,1,6,34,113
MUSE_20180112_072643_84000.csv,MUSE_20180112_072643_84000.csv,1,6,28,107
MUSE_20180112_072638_57000.csv,MUSE_20180112_072638_57000.csv,1,6,16,112
MUSE_20180112_072712_11000.csv,MUSE_20180112_072712_11000.csv,1,6,8,96
MUSE_20180112_072725_42000.csv,MUSE_20180112_072725_42000.csv,1,6,3,101
MUSE_20180112_072854_73000.csv,MUSE_20180112_072854_73000.csv,1,6,9,92
MUSE_20180112_072913_35000.csv,MUSE_20180112_072913_35000.csv,1,6,28,104
MUSE_20180112_072950_67000.csv,MUSE_20180112_072950_67000.csv,1,6,22,103
MUSE_20180112_072952_76000.csv,MUSE_20180112_072952_76000.csv,1,6,24,104
MUSE_20180112_073011_37000.csv,MUSE_20180112_073011_37000.csv,1,6,10,110
MUSE_20180112_073016_64000.csv,MUSE_20180112_073016_64000.csv,1,6,26,102
MUSE_20180112_073029_99000.csv,MUSE_20180112_073029_99000.csv,1,6,27,105
MUSE_20180112_073033_15000.csv,MUSE_20180112_073033_15000.csv,1,6,15,105
MUSE_20180112_073112_69000.csv,MUSE_20180112_073112_69000.csv,1,6,6,112
MUSE_20180112_073247_96000.csv,MUSE_20180112_073247_96000.csv,1,6,1,112
MUSE_20180112_073246_92000.csv,MUSE_20180112_073246_92000.csv,1,6,13,92
MUSE_20180112_073251_11000.csv,MUSE_20180112_073251_11000.csv,1,6,7,105
MUSE_20180112_073249_01000.csv,MUSE_20180112_073249_01000.csv,1,6,8,98
MUSE_20180112_073254_25000.csv,MUSE_20180112_073254_25000.csv,1,6,4,112
MUSE_20180112_073252_14000.csv,MUSE_20180112_073252_14000.csv,1,6,14,102
MUSE_20180112_073308_66000.csv,MUSE_20180112_073308_66000.csv,1,6,30,107
MUSE_20180112_073336_82000.csv,MUSE_20180112_073336_82000.csv,1,6,9,119
MUSE_20180112_073352_26000.csv,MUSE_20180112_073352_26000.csv,1,6,17,101
MUSE_20180112_073456_82000.csv,MUSE_20180112_073456_82000.csv,1,6,10,105
MUSE_20180112_073438_10000.csv,MUSE_20180112_073438_10000.csv,1,6,15,93
MUSE_20180112_073502_06000.csv,MUSE_20180112_073502_06000.csv,1,6,20,106
MUSE_20180112_073445_60000.csv,MUSE_20180112_073445_60000.csv,1,6,11,113
MUSE_20180112_073504_17000.csv,MUSE_20180112_073504_17000.csv,1,6,3,93
MUSE_20180112_073537_11000.csv,MUSE_20180112_073537_11000.csv,1,6,13,92
MUSE_20180112_073556_78000.csv,MUSE_20180112_073556_78000.csv,1,6,29,118
MUSE_20180112_073559_95000.csv,MUSE_20180112_073559_95000.csv,1,6,22,96
MUSE_20180112_073636_07000.csv,MUSE_20180112_073636_07000.csv,1,6,23,73
MUSE_20180112_073638_16000.csv,MUSE_20180112_073638_16000.csv,1,6,7,99
MUSE_20180112_073647_61000.csv,MUSE_20180112_073647_61000.csv,1,6,17,108
MUSE_20180112_073710_37000.csv,MUSE_20180112_073710_37000.csv,1,6,9,105
MUSE_20180112_073719_46000.csv,MUSE_20180112_073719_46000.csv,1,6,16,112
MUSE_20180112_073721_59000.csv,MUSE_20180112_073721_59000.csv,1,6,17,112
MUSE_20180112_073744_44000.csv,MUSE_20180112_073744_44000.csv,1,6,15,105
MUSE_20180112_073743_39000.csv,MUSE_20180112_073743_39000.csv,1,6,31,105
MUSE_20180112_073801_02000.csv,MUSE_20180112_073801_02000.csv,1,6,19,93
MUSE_20180112_073802_07000.csv,MUSE_20180112_073802_07000.csv,1,6,20,99
MUSE_20180112_073811_60000.csv,MUSE_20180112_073811_60000.csv,1,6,5,114
MUSE_20180111_163410_40000.csv,MUSE_20180111_163410_40000.csv,1,6,34,75
MUSE_20180111_165642_89000.csv,MUSE_20180111_165642_89000.csv,1,6,34,85
MUSE_20180112_071241_81000.csv,MUSE_20180112_071241_81000.csv,1,6,34,82
MUSE_20180112_071457_71000.csv,MUSE_20180112_071457_71000.csv,1,6,34,76
MUSE_20180112_071529_73000.csv,MUSE_20180112_071529_73000.csv,1,6,34,57
MUSE_20180112_072029_16000.csv,MUSE_20180112_072029_16000.csv,1,6,34,67
MUSE_20180112_073319_29000.csv,MUSE_20180112_073319_29000.csv,1,6,34,73
MUSE_20180112_073518_49000.csv,MUSE_20180112_073518_49000.csv,1,6,34,70
MUSE_20180112_073745_50000.csv,MUSE_20180112_073745_50000.csv,1,6,34,75
MUSE_20180111_155710_23000.csv,MUSE_20180111_155710_23000.csv,1,84,23,12
MUSE_20180111_160608_87000.csv,MUSE_20180111_160608_87000.csv,1,84,23,12
MUSE_20180111_160714_31000.csv,MUSE_20180111_160714_31000.csv,1,84,23,15
MUSE_20180111_165901_51000.csv,MUSE_20180111_165901_51000.csv,1,84,23,14
MUSE_20180112_071037_53000.csv,MUSE_20180112_071037_53000.csv,1,84,23,16
MUSE_20180112_071305_65000.csv,MUSE_20180112_071305_65000.csv,1,84,23,14
MUSE_20180112_072129_16000.csv,MUSE_20180112_072129_16000.csv,1,84,23,16
MUSE_20180112_072337_05000.csv,MUSE_20180112_072337_05000.csv,1,84,23,17
MUSE_20180112_072651_27000.csv,MUSE_20180112_072651_27000.csv,1,84,23,11
MUSE_20180112_072828_69000.csv,MUSE_20180112_072828_69000.csv,1,84,23,14
MUSE_20180112_072934_19000.csv,MUSE_20180112_072934_19000.csv,1,84,23,11
MUSE_20180111_155903_57000.csv,MUSE_20180111_155903_57000.csv,2,85,35,11
MUSE_20180111_160159_36000.csv,MUSE_20180111_160159_36000.csv,2,85,35,8
MUSE_20180111_163328_96000.csv,MUSE_20180111_163328_96000.csv,2,85,35,7
MUSE_20180111_163415_67000.csv,MUSE_20180111_163415_67000.csv,2,85,35,10
MUSE_20180111_163526_59000.csv,MUSE_20180111_163526_59000.csv,2,85,35,7
MUSE_20180111_165315_30000.csv,MUSE_20180111_165315_30000.csv,2,85,35,10
MUSE_20180111_170059_99000.csv,MUSE_20180111_170059_99000.csv,2,85,35,11
MUSE_20180112_071310_92000.csv,MUSE_20180112_071310_92000.csv,2,85,35,10
MUSE_20180112_071656_53000.csv,MUSE_20180112_071656_53000.csv,2,85,35,11
MUSE_20180112_072933_13000.csv,MUSE_20180112_072933_13000.csv,2,85,35,10
MUSE_20180112_072946_46000.csv,MUSE_20180112_072946_46000.csv,2,85,35,11
MUSE_20180112_073423_68000.csv,MUSE_20180112_073423_68000.csv,2,85,35,10
MUSE_20180111_160033_11000.csv,MUSE_20180111_160033_11000.csv,1,6,34,34
MUSE_20180111_160355_88000.csv,MUSE_20180111_160355_88000.csv,1,6,34,50
MUSE_20180111_160502_52000.csv,MUSE_20180111_160502_52000.csv,1,6,34,37
MUSE_20180111_160647_22000.csv,MUSE_20180111_160647_22000.csv,1,6,34,41
MUSE_20180111_160656_72000.csv,MUSE_20180111_160656_72000.csv,1,6,34,47
MUSE_20180111_163357_09000.csv,MUSE_20180111_163357_09000.csv,1,6,34,24
MUSE_20180111_170101_04000.csv,MUSE_20180111_170101_04000.csv,1,6,34,32
MUSE_20180111_170102_10000.csv,MUSE_20180111_170102_10000.csv,1,6,34,51
MUSE_20180111_170410_63000.csv,MUSE_20180111_170410_63000.csv,1,6,34,48
MUSE_20180111_170536_32000.csv,MUSE_20180111_170536_32000.csv,1,6,34,47
MUSE_20180112_070938_12000.csv,MUSE_20180112_070938_12000.csv,1,6,34,33
MUSE_20180112_071055_39000.csv,MUSE_20180112_071055_39000.csv,1,6,34,48
MUSE_20180112_071146_75000.csv,MUSE_20180112_071146_75000.csv,1,6,34,50
MUSE_20180112_071147_81000.csv,MUSE_20180112_071147_81000.csv,1,6,34,22
MUSE_20180112_071246_01000.csv,MUSE_20180112_071246_01000.csv,1,6,34,50
MUSE_20180112_071514_26000.csv,MUSE_20180112_071514_26000.csv,1,6,34,51
MUSE_20180112_072026_01000.csv,MUSE_20180112_072026_01000.csv,1,6,34,24
MUSE_20180112_072033_34000.csv,MUSE_20180112_072033_34000.csv,1,6,34,26
MUSE_20180112_072046_71000.csv,MUSE_20180112_072046_71000.csv,1,6,34,26
MUSE_20180112_072242_09000.csv,MUSE_20180112_072242_09000.csv,1,6,34,33
MUSE_20180112_072325_81000.csv,MUSE_20180112_072325_81000.csv,1,6,34,48
MUSE_20180112_072617_85000.csv,MUSE_20180112_072617_85000.csv,1,6,34,50
MUSE_20180112_072955_91000.csv,MUSE_20180112_072955_91000.csv,1,6,34,47
MUSE_20180112_073108_36000.csv,MUSE_20180112_073108_36000.csv,1,6,34,50
MUSE_20180112_073748_70000.csv,MUSE_20180112_073748_70000.csv,1,6,34,14
MUSE_20180112_073845_72000.csv,MUSE_20180112_073845_72000.csv,1,6,34,25
MUSE_20180111_160053_89000.csv,MUSE_20180111_160053_89000.csv,2,85,35,5
MUSE_20180111_163522_38000.csv,MUSE_20180111_163522_38000.csv,2,85,35,11
MUSE_20180111_170414_84000.csv,MUSE_20180111_170414_84000.csv,2,85,35,6
MUSE_20180112_071534_02000.csv,MUSE_20180112_071534_02000.csv,2,85,35,6
MUSE_20180112_071907_21000.csv,MUSE_20180112_071907_21000.csv,2,85,35,9
MUSE_20180112_073017_72000.csv,MUSE_20180112_073017_72000.csv,2,85,35,5
MUSE_20180111_160140_78000.csv,MUSE_20180111_160140_78000.csv,1,84,23,17
MUSE_20180111_165819_77000.csv,MUSE_20180111_165819_77000.csv,1,84,23,14
MUSE_20180111_170130_26000.csv,MUSE_20180111_170130_26000.csv,1,84,23,17
MUSE_20180112_071549_54000.csv,MUSE_20180112_071549_54000.csv,1,84,23,18
MUSE_20180112_071600_22000.csv,MUSE_20180112_071600_22000.csv,1,84,23,20
MUSE_20180111_165614_72000.csv,MUSE_20180111_165614_72000.csv,2,11,32,15
